series_animedb_id,series_title,series_type,series_episodes,my_id,my_watched_episodes,my_start_date,my_finish_date,my_rated,my_score,my_storage,my_storage_value,my_status,my_comments,my_times_watched,my_rewatch_value,my_priority,my_tags,my_rewatching,my_rewatching_ep,my_discuss,my_sns,update_on_import
31758,Kizumonogatari III: Reiketsu-hen,Movie,1,0,1,0000-00-00,0000-00-00,,9,,0.00,Completed,,0,,LOW,,0,0,1,default,0
33206,Kobayashi-san Chi no Maid Dragon,TV,13,0,13,0000-00-00,0000-00-00,,6,,0.00,Completed,,0,,LOW,,0,0,1,default,0
28851,Koe no Katachi,Movie,1,0,1,0000-00-00,0000-00-00,,8,,0.00,Completed,,1,,LOW,,0,0,1,default,0
39388,Koisuru Asteroid,TV,12,0,12,0000-00-00,0000-00-00,,6,,0.00,Completed,,0,,LOW,,0,0,1,default,0
11887,Kokoro Connect,TV,13,0,13,0000-00-00,0000-00-00,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
31952,Kono Bijutsu-bu ni wa Mondai ga Aru!,TV,12,0,12,0000-00-00,2019-01-07,,4,,0.00,Completed,,0,,LOW,,0,0,1,default,0
30831,Kono Subarashii Sekai ni Shukufuku wo!,TV,10,0,10,0000-00-00,0000-00-00,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
32937,Kono Subarashii Sekai ni Shukufuku wo! 2,TV,10,0,10,0000-00-00,0000-00-00,,9,,0.00,Completed,,0,,LOW,,0,0,1,default,0
32268,Koyomimonogatari,ONA,12,0,12,0000-00-00,0000-00-00,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
34712,Kujira no Kora wa Sajou ni Utau,TV,12,0,8,0000-00-00,0000-00-00,,4,,0.00,Dropped, #a premissa tinha um puta potencial #mas isso piora a cada segundo,0,,LOW,,0,0,1,default,0
40974,Kuma Kuma Kuma Bear,TV,12,0,4,2020-11-06,0000-00-00,,0,,0.00,Watching,,0,,LOW,,0,0,1,default,0
416,Kurenai no Buta,Movie,1,0,1,0000-00-00,0000-00-00,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
4898,Kuroshitsuji,TV,24,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
32949,Kuzu no Honkai,TV,12,0,12,0000-00-00,2019-07-15,,3,,0.00,Completed,,0,,LOW,,0,0,1,default,0
18153,Kyoukai no Kanata,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
40165,Listeners,TV,12,0,1,0000-00-00,0000-00-00,,3,,0.00,Dropped," #mecha soq ruim
",0,,LOW,,0,0,1,default,0
16353,Love Lab,TV,13,0,13,2019-07-19,2019-07-20,,6,,0.00,Completed,,0,,LOW,,0,0,1,default,0
40879,Love Live! Nijigasaki Gakuen School Idol Doukoukai,TV,13,0,13,0000-00-00,2021-01-09,,10,,0.00,Completed,,1,,LOW,,0,0,1,default,0
15051,Love Live! School Idol Project,TV,13,0,13,0000-00-00,0000-00-00,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
19111,Love Live! School Idol Project 2nd Season,TV,13,0,13,0000-00-00,0000-00-00,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
32526,Love Live! Sunshine!!,TV,13,0,13,0000-00-00,0000-00-00,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
34973,Love Live! Sunshine!! 2nd Season,TV,13,0,13,0000-00-00,0000-00-00,,9,,0.00,Completed,,1,,LOW,,0,0,1,default,0
37027,Love Live! Sunshine!! The School Idol Movie: Over the Rainbow,Movie,1,0,1,0000-00-00,0000-00-00,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
24997,Love Live! The School Idol Movie,Movie,1,0,1,0000-00-00,0000-00-00,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
2034,Lovely★Complex,TV,24,0,3,0000-00-00,0000-00-00,,0,,0.00,Watching,,0,,LOW,,0,0,1,default,0
1887,Lucky☆Star,TV,24,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
1430,Lupin III: Cagliostro no Shiro,Movie,1,0,1,2019-07-28,2019-07-28,,9,,0.00,Completed,,0,,LOW,,0,0,1,default,0
39071,Machikado Mazoku,TV,12,0,12,0000-00-00,0000-00-00,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
34599,Made in Abyss,TV,13,0,13,0000-00-00,0000-00-00,,9,,0.00,Completed,,0,,LOW,,0,0,1,default,0
36862,Made in Abyss Movie 3: Fukaki Tamashii no Reimei,Movie,1,0,1,0000-00-00,0000-00-00,,9,,0.00,Completed,,0,,LOW,,0,0,1,default,0
18115,Magi: The Kingdom of Magic,TV,25,0,25,0000-00-00,0000-00-00,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
14513,Magi: The Labyrinth of Magic,TV,25,0,25,0000-00-00,0000-00-00,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
9756,Mahou Shoujo Madoka★Magica,TV,12,0,12,0000-00-00,0000-00-00,,9,,0.00,Completed,,0,,LOW,,0,0,1,default,0
35062,Mahoutsukai no Yome,TV,24,0,24,0000-00-00,0000-00-00,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
40571,Majo no Tabitabi,TV,12,0,6,0000-00-00,0000-00-00,,0,,0.00,Watching,,0,,LOW,,0,0,1,default,0
512,Majo no Takkyuubin,Movie,1,0,1,0000-00-00,0000-00-00,,9,,0.00,Completed,,0,,LOW,,0,0,1,default,0
40496,"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",TV,13,0,4,0000-00-00,0000-00-00,,1,,0.00,Dropped,,0,,LOW,,0,0,1,default,0
40397,Maou-jou de Oyasumi,TV,12,0,5,2020-11-03,0000-00-00,,0,,0.00,Watching,,0,,LOW,,0,0,1,default,0
38297,"Maou-sama, Retry!",TV,12,0,1,0000-00-00,0000-00-00,,1,,0.00,Dropped, #se esse anime fosse uma comédia  eu daria 10 de olhos fechados,0,,LOW,,0,0,1,default,0
33487,Masamune-kun no Revenge,TV,12,0,12,0000-00-00,0000-00-00,,4,,0.00,Completed,,0,,LOW,,0,0,1,default,0
32438,Mayoiga,TV,12,0,1,0000-00-00,0000-00-00,,2,,0.00,Dropped,,0,,LOW,,0,0,1,default,0
5962,Metal Fight Beyblade,TV,51,0,51,0000-00-00,0000-00-00,,4,,0.00,Completed,,0,,LOW,,0,0,1,default,0
20541,Mikakunin de Shinkoukei,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
585,Mimi wo Sumaseba,Movie,1,0,1,0000-00-00,0000-00-00,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
10620,Mirai Nikki (TV),TV,26,0,26,0000-00-00,0000-00-00,,2,,0.00,Completed,,1,,LOW,,0,0,1,default,0
32182,Mob Psycho 100,TV,12,0,12,0000-00-00,0000-00-00,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
37510,Mob Psycho 100 II,TV,13,0,13,0000-00-00,0000-00-00,,9,,0.00,Completed,,0,,LOW,,0,0,1,default,0
17074,Monogatari Series: Second Season,TV,26,0,26,0000-00-00,0000-00-00,,9,,0.00,Completed,,0,,LOW,,0,0,1,default,0
41619,Munou na Nana,TV,13,0,5,2020-11-03,0000-00-00,,0,,0.00,Watching,,0,,LOW,,0,0,1,default,0
40483,Murenase! Seton Gakuen,TV,12,0,12,0000-00-00,0000-00-00,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
457,Mushishi,TV,26,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
39535,Mushoku Tensei: Isekai Ittara Honki Dasu,TV,11,0,11,2021-01-20,2021-06-24,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
23755,Nanatsu no Taizai,TV,24,0,24,0000-00-00,0000-00-00,,1,,0.00,Completed,,1,,LOW,,0,0,1,default,0
20,Naruto,TV,220,0,220,0000-00-00,0000-00-00,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
1735,Naruto: Shippuuden,TV,500,0,500,0000-00-00,0000-00-00,,4,,0.00,Completed,,0,,LOW,,0,0,1,default,0
13667,Naruto: Shippuuden Movie 6 - Road to Ninja,Movie,1,0,1,0000-00-00,0000-00-00,,2,,0.00,Completed,,0,,LOW,,0,0,1,default,0
15689,Nekomonogatari: Kuro,TV,4,0,4,0000-00-00,2018-02-01,,9,,0.00,Completed,,0,,LOW,,0,0,1,default,0
30,Neon Genesis Evangelion,TV,26,0,26,0000-00-00,2019-07-19,,10,,0.00,Completed,,0,,LOW,,0,0,1,default,0
31,Neon Genesis Evangelion: Death & Rebirth,Movie,1,0,1,0000-00-00,2020-12-26,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
32,Neon Genesis Evangelion: The End of Evangelion,Movie,1,0,1,0000-00-00,0000-00-00,,10,,0.00,Completed,,0,,LOW,,0,0,1,default,0
36038,Net-juu no Susume,TV,10,0,10,0000-00-00,0000-00-00,,4,,0.00,Completed,,1,,LOW,,0,0,1,default,0
31953,New Game!,TV,12,0,12,0000-00-00,0000-00-00,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
34914,New Game!!,TV,12,0,12,0000-00-00,0000-00-00,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
1210,NHK ni Youkoso!,TV,24,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
10165,Nichijou,TV,26,0,26,0000-00-00,0000-00-00,,9,,0.00,Completed,,0,,LOW,,0,0,1,default,0
36517,Ninja Batman,Movie,1,0,1,0000-00-00,0000-00-00,,1,,0.00,Completed,,0,,LOW,,0,0,1,default,0
11597,Nisemonogatari,TV,11,0,6,2021-06-30,0000-00-00,,9,,0.00,Watching,,0,,LOW,,0,0,1,default,0
19815,No Game No Life,TV,12,0,12,0000-00-00,0000-00-00,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
17549,Non Non Biyori,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
20507,Noragami,TV,12,0,12,0000-00-00,0000-00-00,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
30503,Noragami Aragoto,TV,13,0,13,0000-00-00,0000-00-00,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
46102,Odd Taxi,TV,13,0,13,0000-00-00,0000-00-00,,0,,0.00,Completed,,0,,LOW,,0,0,1,default,0
30276,One Punch Man,TV,12,0,12,0000-00-00,0000-00-00,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
34392,One Room,TV,12,0,3,0000-00-00,0000-00-00,,2,,0.00,Dropped, #uma história clichê cheia de closes em peito #coxa e bunda,0,,LOW,,0,0,1,default,0
12355,Ookami Kodomo no Ame to Yuki,Movie,1,0,1,0000-00-00,0000-00-00,,9,,0.00,Completed,,0,,LOW,,0,0,1,default,0
23673,Ookami Shoujo to Kuro Ouji,TV,12,0,12,0000-00-00,2018-09-26,,5,,0.00,Completed,,0,,LOW,,0,0,1,default,0
32729,Orange,TV,13,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
28297,Ore Monogatari!!,TV,24,0,24,0000-00-00,0000-00-00,,6,,0.00,Completed,,0,,LOW,,0,0,1,default,0
8769,Ore no Imouto ga Konnani Kawaii Wake ga Nai,TV,12,0,10,0000-00-00,0000-00-00,,0,,0.00,Watching,,0,,LOW,,0,0,1,default,0
19221,"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru",TV,10,0,10,0000-00-00,0000-00-00,,5,,0.00,Completed,,0,,LOW,,0,0,1,default,0
37890,Oshi ga Budoukan Ittekuretara Shinu,TV,12,0,12,0000-00-00,0000-00-00,,6,,0.00,Completed,,0,,LOW,,0,0,1,default,0
853,Ouran Koukou Host Club,TV,26,0,4,0000-00-00,0000-00-00,,0,,0.00,Watching,,0,,LOW,,0,0,1,default,0
40834,Ousama Ranking,TV,23,0,3,2021-11-08,0000-00-00,,0,,0.00,Watching,,0,,LOW,,0,0,1,default,0
31181,Owarimonogatari,TV,12,0,12,0000-00-00,0000-00-00,,10,,0.00,Completed,,0,,LOW,,0,0,1,default,0
35247,Owarimonogatari 2nd Season,TV,7,0,7,0000-00-00,0000-00-00,,10,,0.00,Completed,,0,,LOW,,0,0,1,default,0
37374,Pastel Memories,TV,12,0,1,0000-00-00,0000-00-00,,3,,0.00,Dropped, #todo mundo nesse anime vai sofrer com problemas na coluna quando ficarem velhas,0,,LOW,,0,0,1,default,0
22135,Ping Pong the Animation,TV,11,0,7,0000-00-00,0000-00-00,,0,,0.00,Watching,,0,,LOW,,0,0,1,default,0
527,Pokemon,TV,276,0,276,0000-00-00,0000-00-00,,5,,0.00,Completed,,0,,LOW,,0,0,1,default,0
528,Pokemon Movie 01: Mewtwo no Gyakushuu,Movie,1,0,1,0000-00-00,0000-00-00,,5,,0.00,Completed,,0,,LOW,,0,0,1,default,0
1118,Pokemon Movie 03: Kesshoutou no Teiou Entei,Movie,1,0,1,0000-00-00,0000-00-00,,5,,0.00,Completed,,0,,LOW,,0,0,1,default,0
7695,Pokemon Movie 13: Genei no Hasha Zoroark,Movie,1,0,1,0000-00-00,0000-00-00,,4,,0.00,Completed,,0,,LOW,,0,0,1,default,0
34034,Pokemon Sun & Moon,TV,146,0,15,0000-00-00,0000-00-00,,5,,0.00,Dropped,,0,,LOW,,0,0,1,default,0
35330,Poputepipikku,TV,12,0,12,0000-00-00,0000-00-00,,9,,0.00,Completed,,0,,LOW,,0,0,1,default,0
33926,Quanzhi Gaoshou,ONA,12,0,1,2021-07-15,0000-00-00,,0,,0.00,Watching,,0,,LOW,,0,0,1,default,0
31240,Re:Zero kara Hajimeru Isekai Seikatsu,TV,25,0,25,0000-00-00,0000-00-00,,9,,0.00,Completed,,0,,LOW,,0,0,1,default,0
6675,Redline,Movie,1,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
31716,Rewrite,TV,13,0,13,0000-00-00,0000-00-00,,1,,0.00,Completed,,0,,LOW,,0,0,1,default,0
34126,Rewrite 2nd Season,TV,11,0,9,0000-00-00,0000-00-00,,1,,0.00,Dropped,,0,,LOW,,0,0,1,default,0
38992,Rikei ga Koi ni Ochita no de Shoumei shitemita.,TV,12,0,12,0000-00-00,0000-00-00,,5,,0.00,Completed,,0,,LOW,,0,0,1,default,0
38162,Rinshi!! Ekoda-chan,TV,11,0,1,0000-00-00,0000-00-00,,1,,0.00,Dropped, #isso é um anime ou uma entrevista?,0,,LOW,,0,0,1,default,0
35905,Ryuuou no Oshigoto!,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
48761,Saihate no Paladin,TV,12,0,2,2021-10-20,0000-00-00,,0,,0.00,Watching,,0,,LOW,,0,0,1,default,0
33255,Saiki Kusuo no Ψ-nan,TV,120,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
6171,Saint Seiya: The Lost Canvas - Meiou Shinwa,OVA,13,0,13,0000-00-00,0000-00-00,,5,,0.00,Completed,,0,,LOW,,0,0,1,default,0
9130,Saint Seiya: The Lost Canvas - Meiou Shinwa 2,OVA,13,0,13,0000-00-00,0000-00-00,,5,,0.00,Completed,,0,,LOW,,0,0,1,default,0
32542,Sakamoto desu ga?,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
20047,Sakura Trick,TV,12,0,1,2021-01-20,0000-00-00,,0,,0.00,Watching,,0,,LOW,,0,0,1,default,0
13759,Sakura-sou no Pet na Kanojo,TV,24,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
205,Samurai Champloo,TV,26,0,9,0000-00-00,0000-00-00,,0,,0.00,Watching,,0,,LOW,,0,0,1,default,0
11499,Sankarea,TV,12,0,12,0000-00-00,0000-00-00,,6,,0.00,Completed,,0,,LOW,,0,0,1,default,0
37426,Sarazanmai,TV,11,0,11,0000-00-00,0000-00-00,,9,,0.00,Completed,,0,,LOW,,0,0,1,default,0
35994,Satsuriku no Tenshi,TV,16,0,16,0000-00-00,2018-09-25,,2,,0.00,Completed,,0,,LOW,,0,0,1,default,0
2605,Sayonara Zetsubou Sensei,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
2476,School Days,TV,12,0,5,0000-00-00,0000-00-00,,0,,0.00,Watching,,0,,LOW,,0,0,1,default,0
24,School Rumble,TV,26,0,5,0000-00-00,0000-00-00,,0,,0.00,On-Hold,,0,,LOW,,0,0,1,default,0
30806,Schwarzesmarken,TV,12,0,1,0000-00-00,0000-00-00,,1,,0.00,Dropped, #esse anime é péssimo #meu deus do céu ,0,,LOW,,0,0,1,default,0
44203,Seirei Gensouki,TV,12,0,2,2021-07-07,0000-00-00,,0,,0.00,Watching,,0,,LOW,,0,0,1,default,0
37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,TV,13,0,13,0000-00-00,2018-12-26,,2,,0.00,Completed,,0,,LOW,,0,0,1,default,0
199,Sen to Chihiro no Kamikakushi,Movie,1,0,1,0000-00-00,0000-00-00,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
38787,Senryuu Shoujo,TV,12,0,1,0000-00-00,0000-00-00,,2,,0.00,Dropped, #achei q ia ser um romance diferenciado #mas n #é igual a qualquer coisa,0,,LOW,,0,0,1,default,0
339,Serial Experiments Lain,TV,13,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
2104,Seto no Hanayome,TV,26,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
38759,Sewayaki Kitsune no Senko-san,TV,12,0,12,0000-00-00,0000-00-00,,3,,0.00,Completed,,0,,LOW,,0,0,1,default,0
43439,Shadows House,TV,13,0,13,0000-00-00,2021-07-07,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
23273,Shigatsu wa Kimi no Uso,TV,22,0,22,0000-00-00,0000-00-00,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
44074,Shiguang Dailiren,ONA,11,0,3,2021-08-23,0000-00-00,,0,,0.00,Watching,,0,,LOW,,0,0,1,default,0
16498,Shingeki no Kyojin,TV,25,0,25,0000-00-00,0000-00-00,,6,,0.00,Completed,,0,,LOW,,0,0,1,default,0
25777,Shingeki no Kyojin Season 2,TV,12,0,12,0000-00-00,0000-00-00,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
35760,Shingeki no Kyojin Season 3,TV,12,0,12,0000-00-00,0000-00-00,,6,,0.00,Completed,,0,,LOW,,0,0,1,default,0
38524,Shingeki no Kyojin Season 3 Part 2,TV,10,0,10,0000-00-00,0000-00-00,,5,,0.00,Completed,,0,,LOW,,0,0,1,default,0
40028,Shingeki no Kyojin: The Final Season,TV,16,0,16,2021-06-22,2021-06-23,,6,,0.00,Completed,,0,,LOW,,0,0,1,default,0
23233,Shinmai Maou no Testament,TV,12,0,12,0000-00-00,0000-00-00,,1,,0.00,Completed,,0,,LOW,,0,0,1,default,0
12815,Shirokuma Cafe,TV,50,0,1,0000-00-00,0000-00-00,,0,,0.00,On-Hold,,0,,LOW,,0,0,1,default,0
28171,Shokugeki no Souma,TV,24,0,5,0000-00-00,0000-00-00,,0,,0.00,On-Hold,,0,,LOW,,0,0,1,default,0
440,Shoujo Kakumei Utena,TV,39,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
35838,Shoujo Shuumatsu Ryokou,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
44942,Shuumatsu no Walküre,ONA,12,0,12,0000-00-00,2021-06-21,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
9863,SKET Dance,TV,77,0,37,2022-02-15,0000-00-00,,0,,0.00,Watching,,0,,LOW,,0,0,1,default,0
40586,"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita",TV,12,0,14,2021-06-24,0000-00-00,,5,,0.00,Completed,,0,,LOW,,0,0,1,default,0
35540,Slow Start,TV,12,0,12,0000-00-00,0000-00-00,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
39575,Somali to Mori no Kamisama,TV,12,0,12,0000-00-00,0000-00-00,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
35839,Sora yori mo Tooi Basho,TV,13,0,13,0000-00-00,0000-00-00,,9,,0.00,Completed,,0,,LOW,,0,0,1,default,0
3588,Soul Eater,TV,51,0,10,0000-00-00,0000-00-00,,0,,0.00,Watching,,0,,LOW,,0,0,1,default,0
39456,Sounan desu ka?,TV,12,0,4,0000-00-00,0000-00-00,,4,,0.00,Dropped, #episódico chato,0,,LOW,,0,0,1,default,0
9253,Steins;Gate,TV,24,0,24,0000-00-00,0000-00-00,,10,,0.00,Completed,,0,,LOW,,0,0,1,default,0
30484,Steins;Gate 0,TV,23,0,3,0000-00-00,0000-00-00,,0,,0.00,Watching,,0,,LOW,,0,0,1,default,0
855,Strawberry Panic,TV,26,0,3,0000-00-00,0000-00-00,,4,,0.00,Dropped, #FAZ EU ME IMPORTAR COM ALGUÉM ANTES DE COMEÇAR UM DRAMINHA MIXURUCA,0,,LOW,,0,0,1,default,0
14289,Suki tte Ii na yo.,TV,13,0,8,0000-00-00,0000-00-00,,3,,0.00,Dropped, #os dramas são jogados e resolvidos em meio ep no máximo #o casal é mal desenvolvido e tudo é muito acelerado,0,,LOW,,0,0,1,default,0
11757,Sword Art Online,TV,25,0,25,0000-00-00,0000-00-00,,4,,0.00,Completed,,1,,LOW,,0,0,1,default,0
21881,Sword Art Online II,TV,24,0,24,0000-00-00,0000-00-00,,3,,0.00,Completed,,1,,LOW,,0,0,1,default,0
19021,Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie,Movie,1,0,1,0000-00-00,0000-00-00,,4,,0.00,Completed,,0,,LOW,,0,0,1,default,0
46471,"Tantei wa Mou, Shindeiru.",TV,12,0,2,2021-07-07,0000-00-00,,0,,0.00,Watching,,0,,LOW,,0,0,1,default,0
35790,Tate no Yuusha no Nariagari,TV,25,0,4,0000-00-00,0000-00-00,,2,,0.00,Dropped, #eu só continuei essa merda pq eu queria assistir o VQ,0,,LOW,,0,0,1,default,0
38610,Tejina-senpai,TV,12,0,3,0000-00-00,0000-00-00,,3,,0.00,Dropped, #se perde no meio de piadas tentando usar ecchi pra fazer graça #não consegue,0,,LOW,,0,0,1,default,0
2001,Tengen Toppa Gurren Lagann,TV,27,0,7,0000-00-00,0000-00-00,,10,,0.00,Completed,,0,,LOW,,1,0,1,default,0
38826,Tenki no Ko,Movie,1,0,1,0000-00-00,0000-00-00,,1,,0.00,Completed,,0,,LOW,,0,0,1,default,0
37430,Tensei shitara Slime Datta Ken,TV,24,0,24,0000-00-00,0000-00-00,,6,,0.00,Completed,,0,,LOW,,0,0,1,default,0
39551,Tensei shitara Slime Datta Ken 2nd Season,TV,12,0,12,2021-02-09,0000-00-00,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
41487,Tensei shitara Slime Datta Ken 2nd Season Part 2,TV,12,0,2,2021-07-07,0000-00-00,,0,,0.00,Watching,,0,,LOW,,0,0,1,default,0
41353,The God of High School,TV,13,0,4,0000-00-00,0000-00-00,,1,,0.00,Dropped,,0,,LOW,,0,0,1,default,0
10278,The iDOLM@STER,TV,25,0,25,2021-02-03,2021-02-05,,10,,0.00,Completed,,1,,LOW,,0,0,1,default,0
23587,The iDOLM@STER Cinderella Girls,TV,13,0,13,0000-00-00,0000-00-00,,5,,0.00,Completed,,0,,LOW,,0,0,1,default,0
30344,The iDOLM@STER Cinderella Girls 2nd Season,TV,12,0,12,0000-00-00,0000-00-00,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
11889,The iDOLM@STER: 765 Pro to Iu Monogatari,Special,1,0,1,0000-00-00,2021-02-05,,0,,0.00,Completed,,0,,LOW,,0,0,1,default,0
16870,The Last: Naruto the Movie,Movie,1,0,1,0000-00-00,0000-00-00,,3,,0.00,Completed,,0,,LOW,,0,0,1,default,0
3455,To LOVE-Ru,TV,26,0,18,2019-07-21,0000-00-00,,2,,0.00,Dropped, #não vale a pena assistir isso #é simplesmente um ecchi com uma comédia bem fraquinha,0,,LOW,,0,0,1,default,0
13663,To LOVE-Ru Darkness,TV,12,0,1,0000-00-00,0000-00-00,,1,,0.00,Dropped, #é o mesmo naipe da primeira temp #soq eles descartaram a comédia,0,,LOW,,0,0,1,default,0
22319,Tokyo Ghoul,TV,12,0,12,0000-00-00,0000-00-00,,3,,0.00,Completed,,1,,LOW,,0,0,1,default,0
27899,Tokyo Ghoul √A,TV,12,0,12,0000-00-00,0000-00-00,,2,,0.00,Completed,,0,,LOW,,0,0,1,default,0
42249,Tokyo Revengers,TV,24,0,19,0000-00-00,0000-00-00,,0,,0.00,Watching,,0,,LOW,,0,0,1,default,0
14227,Tonari no Kaibutsu-kun,TV,13,0,13,0000-00-00,2018-09-29,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
37579,Tonari no Kyuuketsuki-san,TV,12,0,12,0000-00-00,0000-00-00,,6,,0.00,Completed,,0,,LOW,,0,0,1,default,0
41389,Tonikaku Kawaii,TV,12,0,12,0000-00-00,0000-00-00,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
4224,Toradora!,TV,25,0,25,0000-00-00,2018-11-15,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
39495,Totsukuni no Shoujo,OVA,1,0,1,0000-00-00,0000-00-00,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
6,Trigun,TV,26,0,1,0000-00-00,0000-00-00,,0,,0.00,On-Hold,,0,,LOW,,0,0,1,default,0
34019,Tsugumomo,TV,12,0,12,0000-00-00,2020-11-06,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
34822,Tsuki ga Kirei,TV,12,0,12,0000-00-00,0000-00-00,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
28025,Tsukimonogatari,TV,4,0,4,0000-00-00,2018-05-01,,9,,0.00,Completed,,0,,LOW,,0,0,1,default,0
34902,Tsurezure Children,TV,12,0,12,0000-00-00,0000-00-00,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
36653,Tsurune: Kazemai Koukou Kyuudou-bu,TV,13,0,13,0000-00-00,0000-00-00,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
38573,Tsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki desu ka?,TV,12,0,4,2019-07-13,0000-00-00,,2,,0.00,Dropped, #isso é só triste msm,0,,LOW,,0,0,1,default,0
39324,"Uchi no Ko no Tame naraba, Ore wa Moshikashitara Maou mo Taoseru kamo Shirenai.",TV,12,0,3,0000-00-00,0000-00-00,,2,,0.00,Dropped, #produção horrível #história capenga e personagens forçados,0,,LOW,,0,0,1,default,0
37722,Uchi no Maid ga Uzasugiru!,TV,12,0,12,0000-00-00,0000-00-00,,4,,0.00,Completed,,0,,LOW,,0,0,1,default,0
32681,Uchuu Patrol Luluco,TV,13,0,13,0000-00-00,0000-00-00,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
